country_asylum,year,value
KR,1998,1.0
KR,1999,7.0
KR,2000,52.0
KR,2001,75.0
KR,2002,89.0
KR,2003,167.0
KR,2004,291.0
KR,2005,588.0
KR,2006,710.0
KR,2007,1273.0
KR,2008,1697.0
KR,2009,692.0
KR,2010,961.0
KR,2011,1602.0
KR,2012,1997.0
KR,2013,2959.0
KR,2014,4273.0
KR,2015,6896.0
KR,2016,8578.0
KW,1985,2880.0
KW,1989,150.0
KW,1991,20000.0
KW,1992,19879.0
KW,1993,22000.0
KW,1994,22100.0
KW,1995,2019.0
KW,1996,2360.0
KW,1997,16712.0
KW,1998,16956.0
KW,1999,17038.0
KW,2000,16475.0
KW,2001,15492.0
KW,2002,15783.0
KW,2003,15791.0
KW,2004,95759.0
KW,2005,95807.0
KW,2006,103564.0
KW,2007,123639.0
KW,2008,126588.0
KW,2009,95842.0
KW,2010,96087.0
KW,2011,94434.0
KW,2012,94567.0
KW,2013,94746.0
KW,2014,1652.0
KW,2015,1628.0
KW,2016,1692.0
KY,2009,5.0
KY,2010,5.0
KY,2011,4.0
KY,2012,3.0
KY,2013,11.0
KY,2014,53.0
KY,2015,16.0
KY,2016,37.0
KZ,1993,5000.0
KZ,1994,5028.0
KZ,1995,15500.0
KZ,1996,15500.0
KZ,1997,2773.0
KZ,1998,8354.0
KZ,1999,15301.0
KZ,2000,20606.0
KZ,2001,19270.0
KZ,2002,20107.0
KZ,2003,15894.0
KZ,2004,74159.0
KZ,2005,57927.0
KZ,2006,50222.0
KZ,2007,12231.0
KZ,2008,12079.0
KZ,2009,12114.0
KZ,2010,12681.0
KZ,2011,11706.0
KZ,2012,11272.0
KZ,2013,11277.0
KZ,2014,3047.0
KZ,2015,807.0
KZ,2016,780.0
LA,1987,80.0
LA,1998,2.0
LA,2000,1.0
LB,1985,1390.0
LB,1986,2420.0
LB,1988,4370.0
LB,1989,50.0
LB,1990,800.0
LB,1991,560.0
LB,1992,910.0
LB,1993,1157.0
LB,1994,1345.0
LB,1995,1818.0
LB,1996,2334.0
LB,1997,2875.0
LB,1998,3515.0
LB,1999,3906.0
LB,2000,7922.0
LB,2001,6400.0
LB,2002,2973.0
LB,2003,3078.0
LB,2004,3948.0
LB,2005,2963.0
LB,2006,772736.0
LB,2007,251017.0
LB,2008,51003.0
LB,2009,51289.0
LB,2010,9468.0
LB,2011,16072.0
LB,2012,135989.0
LB,2013,859392.0
LB,2014,1164041.0
LB,2015,1085794.0
LB,2016,1029326.0
LC,1997,3.0
LC,2007,3.0
LC,2008,1.0
LC,2009,4.0
LC,2010,7.0
LC,2011,6.0
LC,2012,3.0
LC,2013,6.0
LC,2014,3.0
LC,2015,2.0
LI,2000,38.0
LI,2001,429.0
LI,2002,327.0
LI,2003,292.0
LI,2004,258.0
LI,2005,244.0
LI,2006,566.0
LI,2007,545.0
LI,2008,157.0
LI,2009,198.0
LI,2010,196.0
LI,2011,215.0
LI,2012,172.0
LI,2013,153.0
LI,2014,212.0
LI,2015,304.0
LI,2016,240.0
LK,1993,29417.0
LK,1994,9108.0
LK,1995,200016.0
LK,1996,200017.0
LK,1997,200025.0
LK,1998,633543.0
LK,1999,612539.0
LK,2000,706553.0
LK,2001,731884.0
LK,2002,731877.0
LK,2003,462863.0
LK,2004,386214.0
LK,2005,352111.0
LK,2006,558867.0
LK,2007,618530.0
LK,2008,526239.0
LK,2009,530068.0
LK,2010,435260.0
LK,2011,283370.0
LK,2012,138464.0
LK,2013,84619.0
LK,2014,32650.0
LK,2015,54419.0
LK,2016,53333.0
LR,1986,70.0
LR,1989,60.0
LR,1992,109950.0
LR,1993,150148.0
LR,1994,340269.0
LR,1995,440074.0
LR,1996,440067.0
LR,1997,294681.0
LR,1998,303377.0
LR,1999,237760.0
LR,2000,200858.0
LR,2001,265889.0
LR,2002,403672.0
LR,2003,585122.0
LR,2004,567815.0
LR,2005,508766.0
LR,2006,254063.0
LR,2007,10561.0
LR,2008,10264.0
LR,2009,9988.0
LR,2010,26625.0
LR,2011,265825.0
LR,2012,139548.0
LR,2013,73566.0
LR,2014,52327.0
LR,2015,50054.0
LR,2016,39542.0
LS,1985,11500.0
LS,1986,11500.0
LS,1987,4000.0
LS,1988,4230.0
LS,1989,4248.0
LS,1990,212.0
LS,1991,208.0
LS,1992,103.0
LS,1993,35.0
LS,1994,60.0
LS,2006,1.0
LS,2011,37.0
LS,2012,37.0
LS,2013,31.0
LS,2014,45.0
LS,2015,35.0
LS,2016,36.0
LT,1997,6.0
LT,1998,32.0
LT,1999,42.0
LT,2000,172.0
LT,2001,369.0
LT,2002,616.0
LT,2003,485.0
LT,2004,9520.0
LT,2005,9287.0
LT,2006,7787.0
LT,2007,6608.0
LT,2008,6746.0
LT,2009,4755.0
LT,2010,4547.0
LT,2011,4371.0
LT,2012,5060.0
LT,2013,4874.0
LT,2014,1139.0
LT,2015,1166.0
LT,2016,1130.0
LU,1999,388.0
LU,2000,390.0
LU,2001,6.0
LU,2003,10.0
LU,2005,148.0
LU,2006,108.0
LU,2007,198.0
LU,2008,224.0
LU,2009,814.0
LU,2010,1067.0
LU,2011,179.0
LU,2012,177.0
LU,2013,2404.0
LU,2014,2815.0
LU,2015,4085.0
LU,2016,4559.0
LV,1998,2.0
LV,1999,6.0
LV,2000,8.0
LV,2001,8.0
LV,2002,17.0
LV,2003,16.0
LV,2004,452192.0
LV,2005,418658.0
LV,2006,393036.0
LV,2007,372666.0
LV,2008,365484.0
LV,2009,344353.0
LV,2010,327023.0
LV,2011,312684.0
LV,2012,281049.0
LV,2013,268135.0
LV,2014,415.0
LV,2015,381.0
LV,2016,441.0
LY,1993,1181.0
LY,1994,2175.0
LY,1995,4478.0
LY,1996,6042.0
LY,1997,4652.0
LY,1998,3297.0
LY,1999,3046.0
LY,2000,3230.0
LY,2001,3092.0
LY,2002,3093.0
LY,2003,3358.0
LY,2004,3504.0
LY,2005,3527.0
LY,2006,2885.0
LY,2007,5138.0
LY,2008,8691.0
LY,2009,8635.0
LY,2010,8415.0
LY,2011,580685.0
LY,2012,247974.0
LY,2013,86628.0
LY,2014,394779.0
LY,2015,466390.0
LY,2016,656896.0
MA,1985,60.0
MA,1987,60.0
MA,1993,1.0
MA,1995,54.0
MA,1996,55.0
MA,1997,55.0
MA,2000,506.0
MA,2001,946.0
MA,2002,519.0
MA,2003,573.0
MA,2004,342.0
MA,2005,2038.0
MA,2006,1848.0
MA,2007,1427.0
MA,2008,1207.0
MA,2009,1073.0
MA,2010,1041.0
MA,2011,1317.0
MA,2012,2871.0
MA,2013,4964.0
MA,2014,3008.0
MA,2015,5430.0
MA,2016,6603.0
MC,2010,1.0
MD,1997,1278.0
MD,1998,1278.0
MD,1999,8088.0
MD,2000,8342.0
MD,2001,1282.0
MD,2002,1265.0
MD,2003,269.0
MD,2004,262.0
MD,2005,1763.0
MD,2006,1943.0
MD,2007,1886.0
MD,2008,1982.0
MD,2009,2198.0
MD,2010,2250.0
MD,2011,2261.0
MD,2012,2252.0
MD,2013,2361.0
MD,2014,479.0
MD,2015,552.0
MD,2016,441.0
ME,2006,23369.0
ME,2007,24832.0
ME,2008,42645.0
ME,2009,42144.0
ME,2010,29503.0
ME,2011,32008.0
ME,2012,30748.0
ME,2013,30668.0
ME,2014,12428.0
ME,2015,3718.0
ME,2016,2145.0
MG,1994,65.0
MG,2000,51.0
MG,2001,34.0
MG,2002,15.0
MG,2010,1.0
MG,2011,7.0
MG,2012,7.0
MG,2013,10.0
MG,2014,17.0
MG,2015,21.0
MG,2016,34.0
MK,1993,31452.0
MK,1994,14981.0
MK,1995,9698.0
MK,1996,6300.0
MK,1997,3918.0
MK,1998,2701.0
MK,1999,509380.0
MK,2000,42177.0
MK,2001,92271.0
MK,2002,24256.0
MK,2003,12084.0
MK,2004,10381.0
MK,2005,6419.0
MK,2006,4738.0
MK,2007,4369.0
MK,2008,4699.0
MK,2009,5287.0
MK,2010,4847.0
MK,2011,4304.0
MK,2012,3652.0
MK,2013,4011.0
MK,2014,3447.0
MK,2015,1736.0
MK,2016,1358.0
ML,1986,50.0
ML,1987,50.0
ML,1988,50.0
ML,1989,50.0
ML,1990,13250.0
ML,1991,13216.0
ML,1992,13076.0
ML,1994,3000.0
ML,1995,17878.0
ML,1996,18363.0
ML,1997,18212.0
ML,1998,14551.0
ML,1999,8221.0
ML,2000,8985.0
ML,2001,9080.0
ML,2002,9732.0
ML,2003,10800.0
ML,2004,12322.0
ML,2005,12980.0
ML,2006,12399.0
ML,2007,11088.0
ML,2008,11494.0
ML,2009,15268.0
ML,2010,15261.0
ML,2011,18121.0
ML,2012,242274.0
ML,2013,311700.0
ML,2014,270654.0
ML,2015,131728.0
ML,2016,90584.0
MM,2005,236495.0
MM,2006,728000.0
MM,2007,790861.0
MM,2008,790861.0
MM,2009,790861.0
MM,2010,859403.0
MM,2011,1147275.0
MM,2012,1238475.0
MM,2013,1209383.0
MM,2014,376500.0
MM,2015,476356.0
MM,2016,376362.0
MN,2005,583.0
MN,2006,588.0
MN,2007,83.0
MN,2008,369.0
MN,2009,387.0
MN,2010,273.0
MN,2011,298.0
MN,2012,233.0
MN,2013,29.0
MN,2014,15.0
MN,2015,15.0
MR,1989,15000.0
MR,1990,60000.0
MR,1991,35200.0
MR,1992,37500.0
MR,1993,51548.0
MR,1994,82229.0
MR,1995,38994.0
MR,1996,34395.0
MR,1997,21356.0
MR,1998,4366.0
MR,1999,30139.0
MR,2000,29894.0
MR,2001,29891.0
MR,2002,29916.0
MR,2003,30033.0
MR,2004,30139.0
MR,2005,30222.0
MR,2006,30372.0
MR,2007,30500.0
MR,2008,27115.0
MR,2009,26940.0
MR,2010,26957.0
MR,2011,26806.0
MR,2012,81290.0
MR,2013,97497.0
MR,2014,80592.0
MR,2015,78360.0
MR,2016,77445.0
MS,2010,14.0
MS,2011,5.0
MS,2012,5.0
MT,1993,855.0
MT,1994,488.0
MT,1995,496.0
MT,1996,485.0
MT,1997,371.0
MT,1998,351.0
MT,1999,549.0
MT,2000,264.0
MT,2001,241.0
MT,2002,319.0
MT,2003,586.0
MT,2004,1052.0
MT,2005,1460.0
MT,2006,2008.0
MT,2007,3004.0
MT,2008,4208.0
MT,2009,7117.0
MT,2010,6771.0
MT,2011,7758.0
MT,2012,8378.0
MT,2013,10164.0
MT,2014,5594.0
MT,2015,6984.0
MT,2016,8050.0
MU,2001,14.0
MW,1986,100000.0
MW,1987,443940.0
MW,1988,632143.0
MW,1989,826023.0
MW,1990,927235.0
MW,1991,981812.0
MW,1992,1058492.0
MW,1993,1058684.0
MW,1994,713406.0
MW,1995,1018.0
MW,1996,1268.0
MW,1997,280.0
MW,1998,1347.0
MW,1999,1700.0
MW,2000,3883.0
MW,2001,6174.0
MW,2002,13234.0
MW,2003,12059.0
MW,2004,7040.0
MW,2005,9620.0
MW,2006,9247.0
MW,2007,9726.0
MW,2008,10816.0
MW,2009,10256.0
MW,2010,15233.0
MW,2011,16919.0
MW,2012,16748.0
MW,2013,17005.0
MW,2014,20446.0
MW,2015,23489.0
MW,2016,36171.0
MX,1985,165000.0
MX,1986,165100.0
MX,1987,166090.0
MX,1988,166758.0
MX,1989,47397.0
MX,1990,50515.0
MX,1991,54670.0
MX,1992,55993.0
MX,1993,57776.0
MX,1994,53775.0
MX,1995,48055.0
MX,1996,39802.0
MX,1997,35453.0
MX,1998,32149.0
MX,1999,26512.0
MX,2000,18525.0
MX,2001,15471.0
MX,2002,12989.0
MX,2003,6229.0
MX,2004,4522.0
MX,2005,3393.0
MX,2006,3459.0
MX,2007,1662.0
MX,2008,1070.0
MX,2009,1328.0
MX,2010,1571.0
MX,2011,2309.0
MX,2012,1883.0
MX,2013,3194.0
MX,2014,4706.0
MX,2015,4271.0
MX,2016,8754.0
MY,1985,105310.0
MY,1986,99000.0
MY,1987,99420.0
MY,1988,104370.0
MY,1989,110493.0
MY,1990,15161.0
MY,1991,12848.0
MY,1992,12126.0
MY,1993,1584.0
MY,1994,6574.0
MY,1995,6702.0
MY,1996,5480.0
MY,1997,5292.0
MY,1998,50632.0
MY,1999,50525.0
MY,2000,50591.0
MY,2001,50726.0
MY,2002,52186.0
MY,2003,78684.0
MY,2004,97533.0
MY,2005,106079.0
MY,2006,107646.0
MY,2007,140735.0
MY,2008,147169.0
MY,2009,177534.0
MY,2010,212587.0
MY,2011,217403.0
MY,2012,221632.0
MY,2013,260288.0
MY,2014,230264.0
MY,2015,233995.0
MY,2016,227878.0
MZ,1985,730.0
MZ,1986,610.0
MZ,1987,410.0
MZ,1988,350.0
MZ,1989,350.0
MZ,1990,420.0
MZ,1991,420.0
MZ,1992,190.0
MZ,1993,202.0
MZ,1994,356.0
MZ,1995,149.0
MZ,1996,234.0
MZ,1997,77.0
MZ,1998,62.0
MZ,1999,227.0
MZ,2000,2485.0
MZ,2001,5521.0
MZ,2002,7189.0
MZ,2003,9539.0
MZ,2004,5586.0
MZ,2005,6009.0
MZ,2006,6879.0
MZ,2007,7241.0
MZ,2008,8175.0
MZ,2009,7738.0
MZ,2010,9991.0
MZ,2011,13685.0
MZ,2012,12605.0
MZ,2013,15118.0
MZ,2014,17860.0
MZ,2015,20446.0
MZ,2016,32764.0
NE,1990,775.0
NE,1991,3545.0
NE,1992,3877.0
NE,1993,16694.0
NE,1994,15023.0
NE,1995,28446.0
NE,1996,27754.0
NE,1997,8610.0
NE,1998,7686.0
NE,1999,6570.0
NE,2000,505.0
NE,2001,529.0
NE,2002,341.0
NE,2003,367.0
NE,2004,384.0
NE,2005,383.0
NE,2006,338.0
NE,2007,340.0
NE,2008,344.0
NE,2009,365.0
NE,2010,337.0
NE,2011,425.0
NE,2012,50621.0
NE,2013,98605.0
NE,2014,154240.0
NE,2015,333271.0
NE,2016,304654.0
NG,1985,5780.0
NG,1986,4750.0
NG,1987,6260.0
NG,1988,5243.0
NG,1989,4711.0
NG,1990,5201.0
NG,1991,3503.0
NG,1992,4552.0
NG,1993,4844.0
NG,1994,6202.0
NG,1995,8149.0
NG,1996,8419.0
NG,1997,9369.0
NG,1998,7416.0
NG,1999,6784.0
NG,2000,6989.0
NG,2001,7310.0
NG,2002,7635.0
NG,2003,10364.0
NG,2004,10481.0
NG,2005,12727.0
NG,2006,10341.0
NG,2007,9531.0
NG,2008,11697.0
NG,2009,10355.0
NG,2010,10588.0
NG,2011,10336.0
NG,2012,4360.0
NG,2013,2508.0
NG,2014,1190494.0
NG,2015,2174311.0
NG,2016,2911102.0
NI,1985,17890.0
NI,1986,8550.0
NI,1987,9210.0
NI,1988,9074.0
NI,1989,7440.0
NI,1990,7504.0
NI,1991,7368.0
NI,1992,6288.0
NI,1993,5847.0
NI,1994,444.0
NI,1995,602.0
NI,1996,572.0
NI,1997,476.0
NI,1998,470.0
NI,1999,468.0
NI,2000,368.0
NI,2001,346.0
NI,2002,341.0
NI,2003,317.0
NI,2004,293.0
NI,2005,228.0
NI,2006,208.0
NI,2007,207.0
NI,2008,147.0
NI,2009,121.0
NI,2010,76.0
NI,2011,92.0
NI,2012,140.0
NI,2013,208.0
NI,2014,339.0
NI,2015,462.0
NI,2016,653.0
NL,1992,23109.0
NL,1993,41330.0
NL,1994,60516.0
NL,1995,79266.0
NL,1996,102814.0
NL,1997,119067.0
NL,1998,133415.0
NL,1999,145905.0
NL,2000,238738.0
NL,2001,236487.0
NL,2002,212141.0
NL,2003,184111.0
NL,2004,155535.0
NL,2005,139364.0
NL,2006,117728.0
NL,2007,89700.0
NL,2008,80604.0
NL,2009,95269.0
NL,2010,86799.0
NL,2011,83889.0
NL,2012,80851.0
NL,2013,73116.0
NL,2014,83056.0
NL,2015,108649.0
NL,2016,103815.0
NO,1993,1.0
NO,1995,4.0
NO,1996,844.0
NO,1997,25349.0
NO,1998,28776.0
NO,1999,54486.0
NO,2000,55009.0
NO,2001,58653.0
NO,2002,58805.0
NO,2003,44022.0
NO,2004,46121.0
NO,2005,45791.0
NO,2006,54715.0
NO,2007,45009.0
NO,2008,53537.0
NO,2009,58187.0
NO,2010,56357.0
NO,2011,53942.0
NO,2012,53323.0
NO,2013,52825.0
NO,2014,51691.0
NO,2015,72124.0
NO,2016,63543.0
NP,1989,50.0
NP,1990,1470.0
NP,1991,9519.0
NP,1992,77911.0
NP,1993,85350.0
NP,1994,103271.0
NP,1995,104749.0
NP,1996,106810.0
NP,1997,108686.0
NP,1998,105670.0
NP,1999,107593.0
NP,2000,108932.0
NP,2001,110817.0
NP,2002,112298.0
NP,2003,113902.0
NP,2004,115582.0
NP,2005,517556.0
NP,2006,3619503.0
NP,2007,1012161.0
NP,2008,905813.0
NP,2009,889439.0
NP,2010,876174.0
NP,2011,858995.0
NP,2012,41733.0
NP,2013,31952.0
NP,2014,24008.0
NP,2015,18062.0
NP,2016,12650.0
NR,2012,379.0
NR,2013,509.0
NR,2014,934.0
NR,2015,701.0
NR,2016,651.0
NZ,1993,8.0
NZ,1995,3334.0
NZ,1996,3427.0
NZ,1997,3338.0
NZ,1998,3603.0
NZ,1999,4615.0
NZ,2000,4626.0
NZ,2001,4528.0
NZ,2002,5078.0
NZ,2003,5967.0
NZ,2004,5619.0
NZ,2005,5544.0
NZ,2006,5006.0
NZ,2007,1985.0
NZ,2008,2100.0
NZ,2009,3105.0
NZ,2010,2401.0
NZ,2011,2094.0
NZ,2012,1780.0
NZ,2013,1442.0
NZ,2014,1670.0
NZ,2015,1411.0
NZ,2016,1238.0
OM,2000,2.0
OM,2001,22.0
OM,2002,24.0
OM,2003,23.0
OM,2004,30.0
OM,2005,10.0
OM,2006,13.0
OM,2007,47.0
OM,2008,54.0
OM,2009,38.0
OM,2010,91.0
OM,2011,346.0
OM,2012,413.0
OM,2013,467.0
OM,2014,414.0
OM,2015,457.0
OM,2016,676.0
PA,1985,900.0
PA,1986,1020.0
PA,1987,1300.0
PA,1988,1671.0
PA,1989,1240.0
PA,1990,1190.0
PA,1991,1360.0
PA,1992,759.0
PA,1993,748.0
PA,1994,927.0
PA,1995,25.0
PA,1996,639.0
PA,1997,622.0
PA,1998,1188.0
PA,1999,1361.0
PA,2000,1666.0
PA,2001,1606.0
PA,2002,1758.0
PA,2003,1940.0
PA,2004,1930.0
PA,2005,8074.0
PA,2006,2099.0
PA,2007,17431.0
PA,2008,17526.0
PA,2009,17742.0
PA,2010,17556.0
PA,2011,18058.0
PA,2012,17795.0
PA,2013,18296.0
PA,2014,18672.0
PA,2015,20255.0
PA,2016,21737.0
PE,1985,450.0
PE,1986,430.0
PE,1987,480.0
PE,1993,908.0
PE,1994,965.0
PE,1995,612.0
PE,1996,756.0
PE,1997,916.0
PE,1998,551.0
PE,1999,825.0
PE,2000,818.0
PE,2001,869.0
PE,2002,950.0
PE,2003,1017.0
PE,2004,1100.0
PE,2005,1283.0
PE,2006,1489.0
PE,2007,1627.0
PE,2008,1747.0
PE,2009,1571.0
PE,2010,1491.0
PE,2011,1710.0
PE,2012,1654.0
PE,2013,1707.0
PE,2014,1721.0
PE,2015,1889.0
PE,2016,5950.0
PG,1985,11820.0
PG,1986,12420.0
PG,1987,10950.0
PG,1988,9691.0
PG,1989,7795.0
PG,1990,8070.0
PG,1991,6629.0
PG,1992,6679.0
PG,1993,7902.0
PG,1994,8647.0
PG,1995,9601.0
PG,1996,10201.0
PG,1997,8198.0
PG,1998,8198.0
PG,1999,6665.0
PG,2000,6665.0
PG,2001,4941.0
PG,2002,5241.0
PG,2003,7796.0
PG,2004,7960.0
PG,2005,10137.0
PG,2006,10185.0
PG,2007,10015.0
PG,2008,10013.0
PG,2009,10017.0
PG,2010,9699.0
PG,2011,9378.0
PG,2012,9573.0
PG,2013,9782.0
PG,2014,9865.0
PG,2015,9934.0
PG,2016,9530.0
PH,1985,16990.0
PH,1986,13830.0
PH,1987,3430.0
PH,1988,5031.0
PH,1989,9674.0
PH,1990,19880.0
PH,1991,8902.0
PH,1992,6851.0
PH,1993,2380.0
PH,1994,1436.0
PH,1995,872.0
PH,1996,1550.0
PH,1997,256.0
PH,1998,271.0
PH,1999,165.0
PH,2000,178.0
PH,2001,2156.0
PH,2002,2071.0
PH,2003,1820.0
PH,2004,1954.0
PH,2005,884.0
PH,2006,530.0
PH,2007,276.0
PH,2008,247.0
PH,2009,189.0
PH,2010,139861.0
PH,2011,159684.0
PH,2012,343599.0
PH,2013,335283.0
PH,2014,241503.0
PH,2015,318526.0
PH,2016,343617.0
PK,1985,2734790.0
PK,1986,2882100.0
PK,1987,3159000.0
PK,1988,3257927.0
PK,1989,3275705.0
PK,1990,3275065.0
PK,1991,3275231.0
PK,1992,2989028.0
PK,1993,1479228.0
PK,1994,1158155.0
PK,1995,1355748.0
PK,1996,1343087.0
PK,1997,1287204.0
PK,1998,1295446.0
PK,1999,1293803.0
PK,2000,2078819.0
PK,2001,2207325.0
PK,2002,2798799.0
PK,2003,1513506.0
PK,2004,1723578.0
PK,2005,1549225.0
PK,2006,1190141.0
PK,2007,2403789.0
PK,2008,2213874.0
PK,2009,4795378.0
PK,2010,4151017.0
PK,2011,2829707.0
PK,2012,2539350.0
PK,2013,2491247.0
PK,2014,2975756.0
PK,2015,3448532.0
PK,2016,2891983.0
PL,1992,12000.0
PL,1993,727.0
PL,1997,842.0
PL,1998,898.0
PL,1999,2435.0
PL,2000,1077.0
PL,2001,1316.0
PL,2002,4148.0
PL,2003,3341.0
PL,2004,6017.0
PL,2005,6285.0
PL,2006,8820.0
PL,2007,16034.0
PL,2008,17984.0
PL,2009,18557.0
PL,2010,18393.0
PL,2011,19441.0
PL,2012,29061.0
PL,2013,29323.0
PL,2014,18329.0
PL,2015,17264.0
PL,2016,14971.0
PT,1996,197.0
PT,1997,206.0
PT,1998,195.0
PT,1999,2339.0
PT,2000,341.0
PT,2001,335.0
PT,2002,349.0
PT,2003,321.0
PT,2004,330.0
PT,2005,298.0
PT,2006,277.0
PT,2007,297.0
PT,2008,652.0
PT,2009,414.0
PT,2010,462.0
PT,2011,627.0
PT,2012,1205.0
PT,2013,1329.0
PT,2014,1014.0
PT,2015,1433.0
PT,2016,1934.0
PW,2009,12.0
PW,2011,2.0
PW,2012,3.0
PW,2013,1.0
PW,2014,1.0
PY,1993,47.0
PY,1994,55.0
PY,1995,53.0
PY,1996,53.0
PY,1997,47.0
PY,1998,32.0
PY,1999,19.0
PY,2000,23.0
PY,2001,33.0
PY,2002,25.0
PY,2003,32.0
PY,2004,46.0
PY,2005,58.0
PY,2006,61.0
PY,2007,76.0
PY,2008,79.0
PY,2009,93.0
PY,2010,115.0
PY,2011,133.0
PY,2012,143.0
PY,2013,137.0
PY,2014,167.0
PY,2015,214.0
PY,2016,225.0
QA,1985,200.0
QA,1999,6.0
QA,2000,34.0
QA,2001,70.0
QA,2002,54.0
QA,2003,80.0
QA,2004,6062.0
QA,2005,66.0
QA,2006,74.0
QA,2007,83.0
QA,2008,1250.0
QA,2009,1237.0
QA,2010,1267.0
QA,2011,1329.0
QA,2012,1336.0
QA,2013,1341.0
QA,2014,221.0
QA,2015,250.0
QA,2016,309.0
RO,1991,530.0
RO,1992,750.0
RO,1993,1089.0
RO,1994,1089.0
RO,1995,193.0
RO,1996,261.0
RO,1997,634.0
RO,1998,980.0
RO,1999,1969.0
RO,2000,2043.0
RO,2001,2157.0
RO,2002,2251.0
RO,2003,2670.0
RO,2004,2553.0
RO,2005,3031.0
RO,2006,2395.0
RO,2007,2541.0
RO,2008,2500.0
RO,2009,1765.0
RO,2010,1714.0
RO,2011,2131.0
RO,2012,1597.0
RO,2013,2138.0
RO,2014,2480.0
RO,2015,2942.0
RO,2016,2784.0
RS,1985,3580.0
RS,1987,790.0
RS,1988,700.0
RS,1990,1010.0
RS,1991,660.0
RS,1992,516430.0
RS,1993,379083.0
RS,1994,185354.0
RS,1995,331512.0
RS,1996,554469.0
RS,1997,546550.0
RS,1998,1211906.0
RS,1999,1102520.0
RS,2000,1210828.0
RS,2001,1202994.0
RS,2002,1090984.0
RS,2003,995019.0
RS,2004,970165.0
RS,2005,820811.0
RS,2006,730786.0
RS,2007,555552.0
RS,2008,584374.0
RS,2009,572184.0
RS,2010,551339.0
RS,2011,547470.0
RS,2012,542363.0
RS,2013,524381.0
RS,2014,491483.0
RS,2015,476591.0
RS,2016,475691.0
RU,1993,120.0
RU,1994,90878.0
RU,1995,128104.0
RU,1996,408051.0
RU,1997,1531717.0
RU,1998,1108316.0
RU,1999,1432338.0
RU,2000,1329253.0
RU,2001,1122647.0
RU,2002,955808.0
RU,2003,788985.0
RU,2004,659523.0
RU,2005,477287.0
RU,2006,448543.0
RU,2007,246351.0
RU,2008,147813.0
RU,2009,137374.0
RU,2010,132512.0
RU,2011,221718.0
RU,2012,191052.0
RU,2013,189910.0
RU,2014,238868.0
RU,2015,316551.0
RU,2016,231904.0
RW,1985,48610.0
RW,1986,19400.0
RW,1987,19470.0
RW,1988,75197.0
RW,1989,23370.0
RW,1990,23907.0
RW,1991,34586.0
RW,1992,34833.0
RW,1993,250000.0
RW,1994,306000.0
RW,1995,9189.0
RW,1996,25163.0
RW,1997,61635.0
RW,1998,660499.0
RW,1999,671460.0
RW,2000,37216.0
RW,2001,36530.0
RW,2002,41550.0
RW,2003,39740.0
RW,2004,54059.0
RW,2005,64356.0
RW,2006,53752.0
RW,2007,56350.0
RW,2008,55463.0
RW,2009,57103.0
RW,2010,55690.0
RW,2011,55625.0
RW,2012,59781.0
RW,2013,73687.0
RW,2014,74337.0
RW,2015,146130.0
RW,2016,158142.0
SA,1985,130000.0
SA,1986,152100.0
SA,1991,35727.0
SA,1992,28204.0
SA,1993,24025.0
SA,1994,17965.0
SA,1995,13689.0
SA,1996,9892.0
SA,1997,5833.0
SA,1998,5625.0
SA,1999,5664.0
SA,2000,5501.0
SA,2001,5678.0
SA,2002,5454.0
SA,2003,5448.0
SA,2004,1201.0
SA,2005,70981.0
SA,2006,71151.0
SA,2007,71033.0
SA,2008,70868.0
SA,2009,70654.0
SA,2010,70644.0
SA,2011,70829.0
SA,2012,71004.0
SA,2013,70636.0
SA,2014,695.0
SA,2015,216.0
SA,2016,172.0
SB,1995,2000.0
SB,1996,2000.0
SB,1997,800.0
SB,1998,210.0
SB,2012,3.0
SB,2013,3.0
SB,2014,3.0
SB,2015,3.0
SD,1985,1351170.0
SD,1986,1164000.0
SD,1987,902460.0
SD,1988,828500.0
SD,1989,788119.0
SD,1990,1031050.0
SD,1991,828450.0
SD,1992,804100.0
SD,1993,764500.0
SD,1994,749700.0
SD,1995,363970.0
SD,1996,407155.0
SD,1997,372884.0
SD,1998,396152.0
SD,1999,383714.0
SD,2000,471054.0
SD,2001,391360.0
SD,2002,371016.0
SD,2003,170418.0
SD,2004,850263.0
SD,2005,1024456.0
SD,2006,1538188.0
SD,2007,1564874.0
SD,2008,1408339.0
SD,2009,1392837.0
SD,2010,1951164.0
SD,2011,2847819.0
SD,2012,2130186.0
SD,2013,2070764.0
SD,2014,2366941.0
SD,2015,3498566.0
SD,2016,2365722.0
SE,1990,99828.0
SE,1991,114547.0
SE,1992,121013.0
SE,1993,155339.0
SE,1994,210745.0
SE,1995,210386.0
SE,1996,202320.0
SE,1997,201940.0
SE,1998,196045.0
SE,1999,182131.0
SE,2000,179961.0
SE,2001,168459.0
SE,2002,204740.0
SE,2003,173355.0
SE,2004,108182.0
SE,2005,102561.0
SE,2006,110043.0
SE,2007,113170.0
SE,2008,110889.0
SE,2009,114868.0
SE,2010,114405.0
SE,2011,119216.0
SE,2012,126373.0
SE,2013,155910.0
SE,2014,184403.0
SE,2015,302597.0
SE,2016,288409.0
SG,1986,60.0
SG,1987,420.0
SG,1988,320.0
SG,1989,480.0
SG,1990,5.0
SG,1991,1.0
SG,1993,27.0
SG,1994,12.0
SG,1995,113.0
SG,1996,112.0
SG,1997,5.0
SG,1998,5.0
